,Unnamed: 0,title,artistName,yearAsString,genre,image,brightness,blockCount,colorCount,pink,brown,yellow,blue,gray,purple,black,orange,green,white,red,mean_b_gradients_horiz,mean_g_gradients_horiz,mean_r_gradients_horiz,mean_b_gradients_vert,mean_g_gradients_vert,mean_r_gradients_vert,label
10,10,Untitled,Almir Mavignier,1962,abstract,https://uploads0.wikiart.org/images/almir-mavignier/untitled-1962.jpg,54.34589542,5,3,0,45.49666667,0,0,9.363333333,0,0,0,0,45.14,0,0.009589947,0.001564614,0.006577551,0.006778129,0.004009792,0.003930352,15
11,11,Ohne Titel (Gleiche Dreiecke),Almir Mavignier,1967,abstract,https://uploads1.wikiart.org/images/almir-mavignier/ohne-titel-gleiche-dreiecke-1967.jpg,26.14744118,8,2,0,79.6325,0.3425,0,16.5025,0,0.01,0.4975,0,3.015,0,0.002226275,0.002487296,0.005983066,0.00261892,0.001014334,0.001971336,17
12,12,Two Squares,Almir Mavignier,1967,abstract,https://uploads3.wikiart.org/images/almir-mavignier/two-squares-1967.jpg!Large.jpg,14.82259336,6,2,0,45.38190955,2.030150754,0,4.93718593,0,43.31658291,1.025125628,0,3.309045226,0,0.00574611,0.005141462,0.001003383,0.005423508,0.00479761,0.004792653,11
13,13,Untitled,Almir Mavignier,1967,abstract,https://uploads0.wikiart.org/images/almir-mavignier/untitled-1967.jpg,23.30991032,36,4,0,18.26744186,0,0,14.0620155,0,56.75581395,0,0,10.91472868,0,0.007616975,0.007920558,0.004989012,0.007326684,0.006596794,0.012557219,11
14,14,Cinetic Composition,Almir Mavignier,1968,abstract,https://uploads2.wikiart.org/images/almir-mavignier/cinetic-composition-1968.jpg!Large.jpg,29.54715589,4,5,0,48.75742574,2.089108911,0,18.9950495,0,18.2970297,5.777227723,0,6.084158416,0,0.003219198,0.009820596,0.007082477,0.005066977,0.009947241,0.002682495,16
15,15,Punktstruktur,Almir Mavignier,1968,abstract,https://uploads5.wikiart.org/images/almir-mavignier/punktstruktur-1968.jpg,15.59195937,30,3,0,38.47122302,0,0,1.78057554,0,52.85611511,0,0,6.892086331,0,0.008590627,0.007175081,0.004868961,0.01014772,0.007891332,0.002204044,11
16,16,Amarelo Sobre Preto (Da S?rie Punctum),Almir Mavignier,1969,abstract,https://uploads1.wikiart.org/images/almir-mavignier/amarelo-sobre-preto-da-s-rie-punctum-1969.jpg!Large.jpg,18.00359477,7,3,0,21.73717949,0,0,13.35897436,0,62.13461538,0,0,2.769230769,0,0.02110139,0.010279889,0.000344947,0.018363183,0.014507309,0.025905574,11
17,17,Reflexo sobre Amarelo-lim?o,Almir Mavignier,1974,abstract,https://uploads1.wikiart.org/images/almir-mavignier/reflexo-sobre-amarelo-lim-o-1974.jpg,61.47255934,1,1,0,0,0.002631579,0,0,0,0,99.99736842,0,0,0,0.003087895,0.0026884,0.000803006,0.001171174,0.003409892,0.001844062,5
18,18,Composi??o S?rie Puncton,Almir Mavignier,0,abstract,https://uploads1.wikiart.org/images/almir-mavignier/composi-o-s-rie-puncton.jpg,24.49108246,2,2,0,77.90410959,0.082191781,0,2.48630137,0,2.04109589,0.359589041,0,15.33561644,1.79109589,0.003969703,0.001820388,0.011271478,0.009495664,0.001186416,0.000830646,17
19,19,Composi??o,Almir Mavignier,0,abstract,https://uploads5.wikiart.org/images/almir-mavignier/composi-o.jpg!Large.jpg,51.8890137,32,2,0,0,0,0,88.87939698,0,0,0,0,11.12060302,0,0.005952562,0.004349852,0.005251176,0.006332212,0.002565707,0.000580064,14
20,20,Untitled,Almir Mavignier,0,abstract,https://uploads4.wikiart.org/images/almir-mavignier/untitled.jpg,22.81948374,6,1,0,95.82278481,0,0,3.958860759,0,0.21835443,0,0,0,0,0.001645786,0.000439575,0.008458208,0.004435931,0.003621226,0.004300143,4
21,21,Formas,Almir Mavignier,0,abstract,https://uploads2.wikiart.org/images/almir-mavignier/formas.jpg!Large.jpg,19.26823729,3,4,0,42.81377551,0,0.010204082,16.01020408,0,33.93877551,0,0,7.227040816,0,0.003723737,0.001052982,0.006011689,0.004460544,0.003282487,0.001110001,11
22,22,Untitled,Almir Mavignier,0,abstract,https://uploads6.wikiart.org/images/almir-mavignier/untitled-1.jpg!Large.jpg,51.71643568,3,4,0,35.70942408,0,0,13.36387435,0,7.931937173,0,0,42.9947644,0,0.003016854,0.005230885,0.000639516,0.005621865,0.004437612,0.003911003,15
23,23,Untitled,Amadeo de Souza-Cardoso,1914,abstract,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/untitled-1914.jpg,52.58186724,2,1,0,2.091743119,0,0,96.41743119,0,0.004587156,0,0,1.486238532,0,0.006190453,0.001498671,0.0048391,0.00739059,0.010706535,0.003708877,14
24,24,Painting (Deployment-intersection),Amadeo de Souza-Cardoso,1914,abstract,https://uploads5.wikiart.org/images/amadeo-de-souza-cardoso/painting-deployment-intersection-1914.jpg,55.73731092,6,4,0,18.64285714,0.542857143,0,62.01428571,0,1.417857143,5.282142857,0,11.94285714,0.157142857,0.002813148,0.003146983,0.007100108,0.003968548,7.42E-05,0.003766268,8
25,25,Painting,Amadeo de Souza-Cardoso,1914,abstract,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/painting-1914.jpg!Large.jpg,46.54914293,6,2,0,29.8490566,0.003144654,0,66.64150943,0,0.006289308,0.062893082,0,3.437106918,0,0.003431098,0.002050265,0.002801213,0.001988072,0.00082905,0.00142436,6
26,26,Interior expression of things,Amadeo de Souza-Cardoso,1915,abstract,https://uploads2.wikiart.org/images/amadeo-de-souza-cardoso/interior-expression-of-things-1915.jpg,42.96876059,19,3,0,48.92901235,0,0,34.47530864,0,2.929012346,0.962962963,0,12.7037037,0,0.00201961,0.007004681,0.001631215,0.00144428,0.003550646,0.003536577,16
27,27,The Rise of Green Square and the Woman's Violin 1916,Amadeo de Souza-Cardoso,0,abstract,https://uploads2.wikiart.org/images/amadeo-de-souza-cardoso/the-rise-of-green-square-and-the-woman-s-violin-1916.jpg,35.19560709,16,4,0,44.30288462,0.168269231,0,35.40865385,0,10.63942308,9.423076923,0,0.057692308,0,0.00475821,0.003897436,0.00513347,0.011233618,0.009037856,0.01300316,16
28,28,Composition cubiste,Auguste Herbin,1917,abstract,https://uploads1.wikiart.org/images/auguste-herbin/composition-cubiste-1917.jpg!Large.jpg,69.21316968,5,4,0,8.696850394,1.692913386,0,53.08267717,0,0,6.799212598,0.007874016,29.20472441,0.515748031,0.001934671,0.002894618,0.006589112,0.008372177,0.011400282,0.00485971,1
29,29,Composition monumentale,Auguste Herbin,1919,abstract,https://uploads5.wikiart.org/images/auguste-herbin/composition-monumentale-1919.jpg!Large.jpg,45.75073865,20,3,0,38.55479452,0.801369863,0.003424658,52.25,0,0.01369863,5.369863014,0,2.976027397,0.030821918,0.007875164,0.008320199,0.000510893,0.006966059,0.006902438,0.007638116,6
30,30,Composition,Auguste Herbin,1927,abstract,https://uploads2.wikiart.org/images/auguste-herbin/composition-1927.jpg!Large.jpg,44.60984262,19,4,0,44.47368421,0.707236842,0,42.23026316,0,0.019736842,5.957236842,0,6.575657895,0.036184211,0.004552513,0.001237405,0.003862224,0.000467206,0.008886962,0.002228452,7
31,31,Composition,Auguste Herbin,1928,abstract,https://uploads2.wikiart.org/images/auguste-herbin/composition-1928.jpg!Large.jpg,36.06613191,15,4,0,36.69230769,4.143356643,0,32.61538462,0,16.42657343,3.688811189,0,6.41958042,0.013986014,0.005990603,0.00894235,0.006722755,0.004486423,0.000757848,0.007642959,7
32,32,Abstraction,Auguste Herbin,1928,abstract,https://uploads2.wikiart.org/images/auguste-herbin/abstraction-1928.jpg!Large.jpg,37.73775423,9,5,0,35.85714286,1.341614907,0,24.68012422,0,18.20186335,7.568322981,0,12.26397516,0.086956522,0.001255344,0.001974334,0.002012622,0.004804887,0.003777991,0.005716647,7
33,33,Untitled,Auguste Herbin,1931,abstract,https://uploads8.wikiart.org/images/auguste-herbin/untitled-1931.jpg!Large.jpg,40.87182327,10,3,0,50.68181818,0.444805195,0,35.04545455,0,0.422077922,1.558441558,0,11.75974026,0.087662338,0.008394389,0.005650768,0.008767083,0.003677563,0.005896935,0.002195594,16
34,34,Untitled,Auguste Herbin,1931,abstract,https://uploads1.wikiart.org/images/auguste-herbin/untitled-1931-1.jpg,49.87743873,3,4,0,35.996875,1.290625,0,38.9625,0,0.090625,11.4,0,12.103125,0.15625,0.008060471,0.007461033,0.002233614,0.004242163,0.001560874,0.005242128,7
35,35,Untitled,Auguste Herbin,1931,abstract,https://uploads1.wikiart.org/images/auguste-herbin/untitled-1931-2.jpg!Large.jpg,42.71690874,7,3,0,51.36111111,0,0,39.62654321,0,0.839506173,0.00308642,0,8.141975309,0.027777778,0.002687507,0.005761639,0.004390779,0.003309813,0.000586768,0.00611198,16
36,36,Untitled,Auguste Herbin,1931,abstract,https://uploads1.wikiart.org/images/auguste-herbin/untitled-1931-3.jpg!Large.jpg,40.82408125,12,4,0,55.73353293,4.122754491,0,18.84431138,0,0.458083832,10.08982036,0,10.75149701,0,0.000100177,0.005148528,0.001280323,0.008422819,0.008296928,0.004704459,0
37,37,Combat Clair-Obscur,Auguste Herbin,1939,abstract,https://uploads1.wikiart.org/images/auguste-herbin/combat-clair-obscur-1939.jpg!Large.jpg,33.4193209,8,3,0,42.23170732,2.829268293,0.12601626,43.44308943,0,6.601626016,2.711382114,0,1.353658537,0.703252033,0.008926528,0.007211428,0.011501073,0.010506601,0.008865818,0.002274588,7
38,38,Composition,Auguste Herbin,1940,abstract,https://uploads2.wikiart.org/images/auguste-herbin/composition-1940.jpg,29.533632,10,3,0,72.46688742,2.066225166,0,18.31125828,0,0,5.298013245,0,1.857615894,0,0.00118289,0.001107251,0.008929581,0.00243912,0.005814873,0.008347962,17
39,39,Synchromy in Dark Blue,Auguste Herbin,1941,abstract,https://uploads4.wikiart.org/images/auguste-herbin/synchromy-in-dark-blue-1941.jpg,34.24009256,7,4,0,54.51552795,7.214285714,0,4.369565217,0,0.068322981,19.72670807,0,3.875776398,10.22981366,0.004854901,0.00434385,0.001915997,0.003897651,0.004885381,0.001784254,0
40,40,"Composition sur le Mots, Poires, Pommes, P?ches",Auguste Herbin,1942,abstract,https://uploads8.wikiart.org/images/auguste-herbin/composition-sur-le-mots-poires-pommes-p-ches-1942.jpg,42.09112327,17,3,0,36.33333333,0.244186047,0,34.06976744,0,0.282945736,24.77906977,0,4.271317829,0.019379845,0.003838053,0.000583374,0.010916198,0.011268528,0.004781223,0.009959687,7
41,41,Blanc,Auguste Herbin,1947,abstract,https://uploads5.wikiart.org/images/auguste-herbin/blanc-1947.jpg!Large.jpg,40.86046447,17,5,0,49.4858156,7.641843972,0,8.627659574,0,1.737588652,14.72695035,0,13.31560284,4.464539007,0.007796722,0.004216839,0.002171603,0.002636499,0.000952109,0.007572172,0
42,42,Alphabet Plastique II,Auguste Herbin,1950,abstract,https://uploads3.wikiart.org/images/auguste-herbin/alphabet-plastique-ii-1950.jpg,62.93707893,11,5,0,11.53205128,16.59294872,0.516025641,24.16346154,0,4.887820513,9.625,0,32.63141026,0.051282051,0.005556236,0.007085112,0.009631336,0.008556279,0.002222321,0.006514953,18
43,43,Di Mache 1,Auguste Herbin,1950,abstract,https://uploads1.wikiart.org/images/auguste-herbin/di-mache-1-1950.jpg,53.25839311,11,5,36.91158537,0.009146341,1.737804878,0,25.50914634,0.067073171,0,10.19512195,0,13.41158537,12.15853659,0.007460653,0.004199945,0.008412125,0.005998841,0.002653068,0.002859634,12
44,44,Friday I,Auguste Herbin,1951,abstract,https://uploads8.wikiart.org/images/auguste-herbin/friday-i-1951.jpg,40.74279964,15,6,0,37.70198675,0,0.165562914,7.437086093,0,10.87417219,14.14238411,0,22.57284768,7.105960265,0.000938861,0.000426952,0.005320995,0.00872147,0.007418171,0.004839201,0
45,45,Storm,Auguste Herbin,1953,abstract,https://uploads5.wikiart.org/images/auguste-herbin/storm-1953.jpg,36.57335051,5,4,0,59.51094891,0,0,12.84671533,0,0,1.613138686,0,12.83941606,13.18978102,0.003810431,0.011498604,0.010370575,0.011734543,0.001031282,0.002436461,0
46,46,Untitled,Auguste Herbin,1959,abstract,https://uploads8.wikiart.org/images/auguste-herbin/untitled-1959.jpg,39.68976302,9,5,0,13.17791411,0,0,28.88343558,0,14.10122699,0.061349693,0,18.16871166,25.60736196,0.012009804,0.011608961,0.008571145,0.005189189,0.006340026,0.002767828,18
47,47,Nude,Auguste Herbin,1960,abstract,https://uploads4.wikiart.org/images/auguste-herbin/nude-1960.jpg!Large.jpg,37.21611253,7,4,0,49.41304348,0,7.661490683,16.95652174,0.02484472,0.267080745,0,0,25.11801242,0.559006211,0.002408056,0.009723191,0.002817798,0.004594252,0.000886962,0.010696733,0
48,48,Le Fin,Auguste Herbin,1960,abstract,https://uploads6.wikiart.org/images/auguste-herbin/le-fin-1960.jpg,66.02559272,9,3,0,20.90522876,0,0,2.748366013,0,10.04901961,0,0,66.29738562,0,0.010051282,0.008350033,0.007218579,0.000532002,0.001865362,0.009009009,3
49,49,Cause,Auguste Herbin,0,abstract,https://uploads0.wikiart.org/images/auguste-herbin/cause.jpg,33.95574779,9,5,1.284313725,34.54901961,0,0.058823529,16.94117647,0,13.97058824,0.323529412,3.715686275,9.303921569,19.85294118,0.009311993,0.002785163,0.003492639,0.006078135,0.004514958,0.004734143,0
50,50,Diagonel des Carr?s,Carmelo Arden Quin,1936,abstract,https://uploads5.wikiart.org/images/carmelo-arden-quin/diagonel-des-carr-s-1936.jpg,56.04963739,3,3,0,30.56849315,0,0,47.14041096,0,0.352739726,0,0,21.93835616,0,0.008503853,0.003827325,0.007002052,0.001539506,0.00231345,0.001046834,18
51,51,N?gal,Carmelo Arden Quin,1943,abstract,https://uploads0.wikiart.org/images/carmelo-arden-quin/n-gal-1943.jpg,62.76071591,5,4,0,18.97674419,0.322674419,0,38.63372093,0,2.229651163,7.566860465,0,32.27034884,0,0.000105906,0.008707591,0.007088608,0.008863418,0.009272727,0.009209433,18
52,52,Lice,Carmelo Arden Quin,1945,abstract,https://uploads8.wikiart.org/images/carmelo-arden-quin/lice-1945.jpg!Large.jpg,66.15463732,12,3,0,18.74233129,0,0,43.11656442,0,1.036809816,0.420245399,0,36.68404908,0,0,0,0,0.005807979,0.005900776,0.005878363,18
53,53,Mad II,Carmelo Arden Quin,1945,abstract,https://uploads1.wikiart.org/images/carmelo-arden-quin/mad-ii-1945.jpg,66.69757444,4,3,0,22.00740741,0,0,32.25925926,0,0.711111111,0.011111111,0,45.01111111,0,0,0,0,0,0,0,18
54,54,Peinture Madi,Carmelo Arden Quin,1946,abstract,https://uploads8.wikiart.org/images/carmelo-arden-quin/peinture-madi-1946.jpg!Large.jpg,61.30976522,2,3,0,27.44078947,0,0,40.28289474,0,0,0,0,32.27631579,0,0.009469551,0.000385594,0.003856983,0.007807289,0.000118064,0.000905975,18
55,55,Blue Circle,Carmelo Arden Quin,1947,abstract,https://uploads6.wikiart.org/images/carmelo-arden-quin/blue-circle-1947.jpg!Large.jpg,71.19242599,6,2,0,1.833333333,0,0,57.12745098,0,0.013071895,0.039215686,0,40.9869281,0,0.009517974,0.003793905,0.003746978,0.010361395,0.00532747,0.002923854,19
56,56,Ilke,Carmelo Arden Quin,1951,abstract,https://uploads8.wikiart.org/images/carmelo-arden-quin/ilke-1951.jpg!Large.jpg,92.19200473,2,1,0,0.228448276,0,0,2.512931034,0,0.00862069,0.068965517,0,97.18103448,0,0.004990317,0.005276421,0.005253254,0.010516496,0.011074395,0.011036938,2
57,57,Forme Madi,Carmelo Arden Quin,1958,abstract,https://uploads5.wikiart.org/images/carmelo-arden-quin/forme-madi-1958.jpg!Large.jpg,66.93662791,7,4,0,9.979651163,0.043604651,0,40.81686047,0,7.113372093,0.072674419,0,41.97383721,0,0.006146305,0.007839854,0.009447153,0.009753412,0.007785501,0.009965201,19
58,58,Untitled,Carmelo Arden Quin,1962,abstract,https://uploads3.wikiart.org/images/carmelo-arden-quin/untitled-1962.jpg,63.39926286,3,3,0,0.755639098,0.003759398,0,79.40225564,0,9.718045113,4.819548872,0,5.157894737,0.142857143,4.56E-05,0.000372787,0.004459256,0.000822895,0.00177181,0.006007569,14
59,59,Elan,Carmelo Arden Quin,1989,abstract,https://uploads8.wikiart.org/images/carmelo-arden-quin/elan-1989.jpg,32.53600042,7,5,0,6.408602151,0.021505376,0,12.09139785,0,53.35215054,5.943548387,0,22.1827957,0,0,0,0,0.003499266,0.014443353,0.000286533,11
60,60,Rythme 3,Carmelo Arden Quin,1995,abstract,https://uploads3.wikiart.org/images/carmelo-arden-quin/rythme-3-1995.jpg!Large.jpg,76.47598039,6,2,0,3.234375,0,0,3.25,0,15.70703125,0,0,77.80859375,0,0.001776473,0.001796594,0.001782393,0.001067073,0.01127239,0.011274131,2
61,61,Almagro,Carmelo Arden Quin,0,abstract,https://uploads6.wikiart.org/images/carmelo-arden-quin/almagro.jpg,60.36975522,9,4,0,24.18954248,0,0,34.10784314,0,0,20.1372549,0,21.5620915,0.003267974,0.00251198,0.004304547,0.004885217,0.005073746,0.003804843,0.004039168,18
62,62,Gris,Carmelo Arden Quin,0,abstract,https://uploads3.wikiart.org/images/carmelo-arden-quin/gris.jpg,79.47654799,5,3,0,8.671052632,0,0,24.27960526,0,2.299342105,0,0,64.75,0,0.006391964,0.013653137,0.000869619,0.000716204,0.000565611,0.014059973,3
63,63,Untitled,Carmelo Arden Quin,0,abstract,https://uploads7.wikiart.org/images/carmelo-arden-quin/untitled.jpg,51.0339169,6,3,0,16.83333333,2.24702381,0,62.25,0,0.535714286,0.12797619,0,18.00595238,0,0,0,0,0,0,0,1
64,64,Flight of Colors,Carmen Herrera,1949,abstract,https://uploads7.wikiart.org/images/carmen-herrera/flight-of-colors-1949.jpg,61.10446544,27,2,0,0.01459854,0,0,66.02919708,0,0,33.95620438,0,0,0,0.000512164,0.004425159,0.001616524,0.00477287,0.008040538,0.00422498,13
65,65,Red Star,Carmen Herrera,1949,abstract,https://uploads8.wikiart.org/images/carmen-herrera/red-star-1949.jpg,16.9560309,8,4,0,28.22222222,0,0,3.949494949,0,50.90909091,0.141414141,0,5.858585859,10.91919192,0.002410468,0.00133363,0.006431581,0.013539097,0.00793783,0.004928291,11
66,66,Siete,Carmen Herrera,1949,abstract,https://uploads5.wikiart.org/images/carmen-herrera/siete-1949.jpg,58.0543672,8,5,0,22.22727273,36.15909091,0,7.731060606,0,0.064393939,26.45454545,0,7.359848485,0.003787879,0.003866262,0.004559985,0.011071172,0.001963865,0.00924478,0.005481891,9
67,67,Untitled,Carmen Herrera,1950,abstract,https://uploads8.wikiart.org/images/carmen-herrera/untitled-1950.jpg,87.59895425,3,1,0,0.1,0,0,1.130769231,0,3.733333333,0,0,95.03589744,0,0.004591056,0.002666667,0.011926794,0.019370267,0.003154876,0.005955812,2
68,68,Black and White,Carmen Herrera,1952,abstract,https://uploads6.wikiart.org/images/carmen-herrera/black-and-white-1952.jpg,74.87058824,2,3,0,9.241116751,0,0,4.88071066,0,8.944162437,0,0,76.93401015,0,0.001380702,0.001390077,0.001383052,0.011108144,0.011190617,0.011140868,2
69,69,Irlanda,Carmen Herrera,1952,abstract,https://uploads7.wikiart.org/images/carmen-herrera/irlanda-1952.jpg,87.75409164,2,1,0,4.62244898,0,0,0.760204082,0,0.18877551,0,0,94.42857143,0,0.002445361,0.002454741,0.00256,0.018490755,0.018549465,0.019361591,2
70,70,Tondo3Colors,Carmen Herrera,1958,abstract,https://uploads3.wikiart.org/images/carmen-herrera/tondo3colors-1958.jpg,64.95129412,4,4,0,6.945,13.5725,0,2.7075,0,20.9425,0.06,0,55.7725,0,0.009443736,0.001586931,0.010032809,0.008869268,0.008150382,0.006331543,3
71,71,Red with White Triangle,Carmen Herrera,1961,abstract,https://uploads5.wikiart.org/images/carmen-herrera/red-with-white-triangle-1961.jpg,45.62918028,1,2,0,0.003472222,0,0,0.329861111,0,0,43.45833333,0,3.190972222,53.01736111,0.003253868,0.004578118,0.015340741,0.005503686,0.015013405,0.024390244,10
72,72,Blanco y Verde,Carmen Herrera,1966,abstract,https://uploads5.wikiart.org/images/carmen-herrera/blanco-y-verde-1966.jpg,85.58051198,3,1,0,2.319444444,0,0,2.755555556,0,0.005555556,0,0,94.91944444,0,0.013464789,0.008611345,0.005120239,0.007162384,0.003597759,0.011855905,2
73,73,Amarillo,Carmen Herrera,1971,abstract,https://uploads8.wikiart.org/images/carmen-herrera/amarillo-1971.jpg,79.14992242,3,1,0,0.071942446,93.9028777,0,2.805755396,0,0,0.075539568,0,3.143884892,0,0.010271703,0.056200942,0.024362391,0.001444669,0.002666667,0.001564945,9
74,74,Cobalt,Carmen Herrera,1982,abstract,https://uploads6.wikiart.org/images/carmen-herrera/cobalt-1982.jpg,67.90454545,1,3,0,0.123737374,0,32.02777778,13.73484848,0,0,0,0,54.11363636,0,0.014779271,0.015019709,0.01419313,0.016565972,0.017823443,0.016886299,3
75,75,Blue with Orange,Carmen Herrera,1984,abstract,https://uploads7.wikiart.org/images/carmen-herrera/blue-with-orange-1984.jpg,43.41449124,2,4,0,0.50295858,0,34.4852071,13.33431953,0.00295858,0,41.13313609,0,10.24260355,0.298816568,0.002707064,0.004941668,0.006530366,0.005172235,0.005202224,0.010033782,12
76,76,Yesterday,Carmen Herrera,1987,abstract,https://uploads0.wikiart.org/images/carmen-herrera/yesterday-1987.jpg,16.73485294,2,1,0,96.71875,0,0,0.771875,0,0,0,0,2.509375,0,0.003519496,0.002564346,0.00264007,0.006246504,0.022550692,0.018522129,4
77,77,"More yellow, less green",Carmen Herrera,1989,abstract,https://uploads4.wikiart.org/images/carmen-herrera/more-yellow-less-green-1989.jpg!Large.jpg,83.87673797,2,2,0,3.007575758,87.52777778,0,9.446969697,0,0,0.017676768,0,0,0,0.003452843,0.009369795,0.012915129,0.002361972,0.006981933,0.011743451,9
78,78,Black and Yellow,Carmen Herrera,2009,abstract,https://uploads7.wikiart.org/images/carmen-herrera/black-and-yellow-2009.jpg!Large.jpg,41.09311186,4,2,0,0.549222798,50.27720207,0,0.24611399,0,47.18134715,1.520725389,0,0.225388601,0,0.005531946,0.005539861,0.005554738,0.002116093,0.007450752,0.003209453,9
79,79,Encounter,Carmen Herrera,2009,abstract,https://uploads0.wikiart.org/images/carmen-herrera/encounter-2009.jpg,27.69693566,4,2,0,2.14321608,0,81.93467337,0.66080402,0,0.002512563,0,0,15.25879397,0,0.001285714,0.00329292,0.009583207,0.007467532,0.000348345,0.004612032,11
80,80,Einschl?sse,Gottfried Honegger,1955,abstract,https://uploads6.wikiart.org/images/gottfried-honegger/einschl-sse-1955.jpg,34.81899386,4,3,0,62.42424242,0,0,10.93939394,0,0,22.73737374,0,3.898989899,0,0.005320956,0.004019754,0.011879484,0.007994104,0.002237265,0.007654676,17
81,81,Composition,Gottfried Honegger,1959,abstract,https://uploads6.wikiart.org/images/gottfried-honegger/composition-1959.jpg,20.47559365,1,2,0,85.92462312,0,0,13.88190955,0,0.193467337,0,0,0,0,0.003367548,0.004800431,0.002863627,0.002295746,0.003562465,0.000378696,4
82,82,Onata,Gottfried Honegger,1959,abstract,https://uploads0.wikiart.org/images/gottfried-honegger/onata-1959.jpg,36.80508824,1,1,0,96.155,0,0,0.2375,0,0,3.6075,0,0,0,0.004079956,0.00694292,0.005628977,0.00256446,0.001893939,0.003420878,4
83,83,Bise Autage,Gottfried Honegger,1965,abstract,https://uploads6.wikiart.org/images/gottfried-honegger/bise-autage-1965.jpg,85.67173312,1,1,0,0.006711409,0,0,4.630872483,0,0,0,0,95.36241611,0,0.009046625,7.23E-05,0.004034291,0.006227606,0.003032062,0.002990905,2
84,84,Bise Autage,Gottfried Honegger,1966,abstract,https://uploads6.wikiart.org/images/gottfried-honegger/bise-autage-1966.jpg,78.4234354,3,2,0,1.239726027,0,0,86.07534247,0,0,0,0,12.68493151,0,0.012229262,0.013007284,0.000971599,0.013337398,0.012246784,0.003029832,14
